Finding ID,Finding,Finding type,Source PDF,Page,Extracted evidence,Dataset records,Calculation,Confidence,Notes
F-FUNNEL-03,201 of 591 tenders reached the award stage with exactly one responsive bid (34.0%),DATA-DERIVED FINDING,Contract_Awards_PDFs/Tender_1001782.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Chittagong Development Authority || award_procuring_entity: Procuring Entity Name: Project Director (CDA Square) || award_district: Procuring Entity District: Chattogram || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=1001782 (29/29 recorded values found on the page); bids.csv tender_id=1001782 (5/5 recorded values found on the page),count of rows in bids.csv where bids_responsive = 1,"High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.",
F-FUNNEL-03,201 of 591 tenders reached the award stage with exactly one responsive bid (34.0%),DATA-DERIVED FINDING,Contract_Awards_PDFs/Tender_1002814.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_procuring_entity: Procuring Entity Name: Office of the Superintending Engineer (Electrical) || award_district: Procuring Entity District: Dhaka || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=1002814 (29/29 recorded values found on the page); bids.csv tender_id=1002814 (5/5 recorded values found on the page),count of rows in bids.csv where bids_responsive = 1,"High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.",
F-FUNNEL-03,201 of 591 tenders reached the award stage with exactly one responsive bid (34.0%),DATA-DERIVED FINDING,Contract_Awards_PDFs/Tender_1002854.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_procuring_entity: Procuring Entity Name: Office of the Superintending Engineer (Electrical) || award_district: Procuring Entity District: Dhaka || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=1002854 (29/29 recorded values found on the page); bids.csv tender_id=1002854 (5/5 recorded values found on the page),count of rows in bids.csv where bids_responsive = 1,"High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.",
F-FUNNEL-04,In 256 tenders every bid that arrived was found responsive; in 335 at least one was set aside,DATA-DERIVED FINDING,Contract_Awards_PDFs/Tender_95841.pdf,1-1,"award_ministry: Ministry/Division: Local Government Division || award_agency: Agency: Zilla Parishad, Sirajganj || award_procuring_entity: Procuring Entity Name: Zila Parishad, Sirajganj || award_district: Agency: Zilla Parishad, Sirajganj || award_for: Contract Award for: Works || award_method: Procurement Method: LTM",contracts.csv tender_id=95841 (29/29 recorded values found on the page); bids.csv tender_id=95841 (5/5 recorded values found on the page),"bids_received - bids_responsive, tallied over bids.csv","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.",
F-FUNNEL-04,In 256 tenders every bid that arrived was found responsive; in 335 at least one was set aside,DATA-DERIVED FINDING,Contract_Awards_PDFs/Tender_1008543.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_procuring_entity: Procuring Entity Name: Purbachal New Town Project || award_district: Procuring Entity District: Dhaka || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=1008543 (29/29 recorded values found on the page); bids.csv tender_id=1008543 (5/5 recorded values found on the page),"bids_received - bids_responsive, tallied over bids.csv","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.",
F-FUNNEL-04,In 256 tenders every bid that arrived was found responsive; in 335 at least one was set aside,DATA-DERIVED FINDING,Contract_Awards_PDFs/Tender_114570.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Chittagong Development Authority || award_procuring_entity: Procuring Entity Name: Project Director (MehedibagSQ) || award_district: Agency: Chittagong Development Authority || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=114570 (29/29 recorded values found on the page); bids.csv tender_id=114570 (5/5 recorded values found on the page),"bids_received - bids_responsive, tallied over bids.csv","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.",
F-CHAIN-01,"Sorting the 591 tenders that printed their counts by the strongest clause each one printed does not separate them: the share ending with a single responsive tenderer is 48.0% where a clause matched two or more of the tests and 33.4% everywhere else, a difference this many tenders would produce by chance about 14 times in a hundred",DATA-DERIVED FINDING,Contract_Awards_PDFs/Tender_1001782.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Chittagong Development Authority || award_procuring_entity: Procuring Entity Name: Project Director (CDA Square) || award_district: Procuring Entity District: Chattogram || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=1001782 (29/29 recorded values found on the page); bids.csv tender_id=1001782 (5/5 recorded values found on the page),"strongest label per tender_id from eligibility_criteria.csv by LABEL_ORDER, joined to bids.csv on tender_id where counts_printed = yes; two-sided Fisher exact test over the 2x2 of strong label against outcome","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.",
F-CHAIN-01,"Sorting the 591 tenders that printed their counts by the strongest clause each one printed does not separate them: the share ending with a single responsive tenderer is 48.0% where a clause matched two or more of the tests and 33.4% everywhere else, a difference this many tenders would produce by chance about 14 times in a hundred",DATA-DERIVED FINDING,Contract_Awards_PDFs/Tender_1002814.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_procuring_entity: Procuring Entity Name: Office of the Superintending Engineer (Electrical) || award_district: Procuring Entity District: Dhaka || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=1002814 (29/29 recorded values found on the page); bids.csv tender_id=1002814 (5/5 recorded values found on the page),"strongest label per tender_id from eligibility_criteria.csv by LABEL_ORDER, joined to bids.csv on tender_id where counts_printed = yes; two-sided Fisher exact test over the 2x2 of strong label against outcome","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.",
F-CHAIN-01,"Sorting the 591 tenders that printed their counts by the strongest clause each one printed does not separate them: the share ending with a single responsive tenderer is 48.0% where a clause matched two or more of the tests and 33.4% everywhere else, a difference this many tenders would produce by chance about 14 times in a hundred",DATA-DERIVED FINDING,Contract_Awards_PDFs/Tender_1002854.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_procuring_entity: Procuring Entity Name: Office of the Superintending Engineer (Electrical) || award_district: Procuring Entity District: Dhaka || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=1002854 (29/29 recorded values found on the page); bids.csv tender_id=1002854 (5/5 recorded values found on the page),"strongest label per tender_id from eligibility_criteria.csv by LABEL_ORDER, joined to bids.csv on tender_id where counts_printed = yes; two-sided Fisher exact test over the 2x2 of strong label against outcome","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.",
F-CHAIN-01,"Sorting the 591 tenders that printed their counts by the strongest clause each one printed does not separate them: the share ending with a single responsive tenderer is 48.0% where a clause matched two or more of the tests and 33.4% everywhere else, a difference this many tenders would produce by chance about 14 times in a hundred",DATA-DERIVED FINDING,Contract_Awards_PDFs/Tender_1081271.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_procuring_entity: Procuring Entity Name: Office of the Superintending Engineer (Electrical) || award_district: Procuring Entity District: Dhaka || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=1081271 (29/29 recorded values found on the page); bids.csv tender_id=1081271 (5/5 recorded values found on the page),"strongest label per tender_id from eligibility_criteria.csv by LABEL_ORDER, joined to bids.csv on tender_id where counts_printed = yes; two-sided Fisher exact test over the 2x2 of strong label against outcome","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.",
F-CHAIN-02,"The folder recommends that the cash a tenderer must hold be 80 to 100 percent of the estimated cost, and 60 to 80 percent for the past contract it must show; measured against the contract value actually signed, the middle of this archive sits at 75 and 70 percent, and 25.5% and 29.2% of tenders sit above the band",DATA-DERIVED FINDING,eGP_Forensic_Engine/2026-01-04-13-47-03-e-PG3A.pdf,38,"ITT 13.1(b) The minimum specific experience as Supplier in supply of similar Goods of at least [state number] contract(s) successfully completed within the last [state number] years, each with a value of at least Tk. [state amount]. [the minimum number of contracts will depend upon the size and type of supply of goods, and the Procuring Entity should make its own judgement based upon its experience in the supply sector. For example, for large supply, it could be a single contract of similar nature during the last five (5) or ten (10) or more wider timeframe subject to nature or frequency of supply (whichever appropriate); years counting backward from the date of publication of IFT in the newspaper] [the minimum value is recommended to be between 60 and 80 percent of the estimated cost of the proposed supply",no dataset row is keyed to this document,"largest readable figure of each category in eligibility_criteria.csv over contract_value_taka in bids.csv, same tender_id, figures below the face-value floor excluded; band read from the quoted rule itself","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.",
F-CHAIN-02,"The folder recommends that the cash a tenderer must hold be 80 to 100 percent of the estimated cost, and 60 to 80 percent for the past contract it must show; measured against the contract value actually signed, the middle of this archive sits at 75 and 70 percent, and 25.5% and 29.2% of tenders sit above the band",DATA-DERIVED FINDING,Contract_Awards_PDFs/Tender_815786.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Chittagong Development Authority || award_procuring_entity: Procuring Entity Name: Management Information System (MIS) || award_district: Procuring Entity District: Chattogram || award_for: Contract Award for: Goods || award_method: Procurement Method: OTM,contracts.csv tender_id=815786 (29/29 recorded values found on the page); bids.csv tender_id=815786 (5/5 recorded values found on the page),"largest readable figure of each category in eligibility_criteria.csv over contract_value_taka in bids.csv, same tender_id, figures below the face-value floor excluded; band read from the quoted rule itself","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.",
F-CHAIN-02,"The folder recommends that the cash a tenderer must hold be 80 to 100 percent of the estimated cost, and 60 to 80 percent for the past contract it must show; measured against the contract value actually signed, the middle of this archive sits at 75 and 70 percent, and 25.5% and 29.2% of tenders sit above the band",DATA-DERIVED FINDING,Contract_Awards_PDFs/Tender_629331.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Chittagong Development Authority || award_procuring_entity: Procuring Entity Name: Electrical & Mechanical Engineering (EME) || award_district: Procuring Entity District: Chattogram || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=629331 (29/29 recorded values found on the page); bids.csv tender_id=629331 (5/5 recorded values found on the page),"largest readable figure of each category in eligibility_criteria.csv over contract_value_taka in bids.csv, same tender_id, figures below the face-value floor excluded; band read from the quoted rule itself","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.",
F-CHAIN-02,"The folder recommends that the cash a tenderer must hold be 80 to 100 percent of the estimated cost, and 60 to 80 percent for the past contract it must show; measured against the contract value actually signed, the middle of this archive sits at 75 and 70 percent, and 25.5% and 29.2% of tenders sit above the band",DATA-DERIVED FINDING,Contract_Awards_PDFs/Tender_1267626.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Chittagong Development Authority || award_procuring_entity: Procuring Entity Name: Management Information System (MIS) || award_district: Procuring Entity District: Chattogram || award_for: Contract Award for: Goods || award_method: Procurement Method: OTM,contracts.csv tender_id=1267626 (24/24 recorded values found on the page); bids.csv tender_id=1267626 (2/2 recorded values found on the page); beneficial_owners.csv tender_id=1267626 (3/3 recorded values found on the page),"largest readable figure of each category in eligibility_criteria.csv over contract_value_taka in bids.csv, same tender_id, figures below the face-value floor excluded; band read from the quoted rule itself","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.",
F-ELIG-03,"20 clauses in 17 notices print a sum of money that cannot be read off the page with certainty, and they are left unread rather than guessed at",UNRESOLVED,Tender Notice_PDFs/CDA_Tender_342502.pdf,1-3,"ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Project Director(Rajib Das) || procuring_entity: Organization : Chittagong Development Authority Procuring Entity Name : Project Director(Rajib Das) || district: Procuring Entity Code : Procuring Entity District : Chattogram || city: Procuring Entity Code : Procuring Entity District : Chattogram || thana: Address of Official Inviting Address : CDA Building, Kotowali Contact details of Official Inviting Tender/Proposal : Phone No : 031-624401",tenders.csv tender_id=342502 (37/37 recorded values found on the page); eligibility_criteria.csv tender_id=342502 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=342502 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=342502 clause 3 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=342502 clause 4 (2/2 recorded values found on the page); lots.csv tender_id=342502 (6/6 recorded values found on the page); amendments.csv tender_id=342502 (2/2 recorded values found on the page),eligibility_criteria.csv where money_unresolved = yes; the reason for each is in money_reading,Certain that the supplied documents do not answer it. Nothing here asserts what the answer would be.,
F-ELIG-03,"20 clauses in 17 notices print a sum of money that cannot be read off the page with certainty, and they are left unread rather than guessed at",UNRESOLVED,Tender Notice_PDFs/CDA_Tender_425270.pdf,1-2,ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (Saltgola) || procuring_entity: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (Saltgola) || district: Procuring Entity Code : Procuring Entity District : Chattogram || city: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (Saltgola) || thana: Tender/Proposal : Kotowali Circle Fax No :,tenders.csv tender_id=425270 (36/36 recorded values found on the page); eligibility_criteria.csv tender_id=425270 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=425270 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=425270 clause 3 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=425270 clause 4 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=425270 clause 5 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=425270 clause 6 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=425270 clause 7 (2/2 recorded values found on the page); lots.csv tender_id=425270 (4/6 recorded values found on the page),eligibility_criteria.csv where money_unresolved = yes; the reason for each is in money_reading,Certain that the supplied documents do not answer it. Nothing here asserts what the answer would be.,"2 value(s) are printed in another form - a reassembled table cell, or wording that differs - and are shown against the page in evidence_index.json"
F-ELIG-03,"20 clauses in 17 notices print a sum of money that cannot be read off the page with certainty, and they are left unread rather than guessed at",UNRESOLVED,Tender Notice_PDFs/CDA_Tender_436738.pdf,1-2,ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (Saltgola) || procuring_entity: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (Saltgola) || district: Procuring Entity Code : Procuring Entity District : Chattogram || city: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (Saltgola) || thana: Tender/Proposal : Kotowali Circle Fax No :,tenders.csv tender_id=436738 (36/36 recorded values found on the page); eligibility_criteria.csv tender_id=436738 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=436738 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=436738 clause 3 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=436738 clause 4 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=436738 clause 5 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=436738 clause 6 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=436738 clause 7 (2/2 recorded values found on the page); lots.csv tender_id=436738 (4/6 recorded values found on the page),eligibility_criteria.csv where money_unresolved = yes; the reason for each is in money_reading,Certain that the supplied documents do not answer it. Nothing here asserts what the answer would be.,"2 value(s) are printed in another form - a reassembled table cell, or wording that differs - and are shown against the page in evidence_index.json"
F-ELIG-03,"20 clauses in 17 notices print a sum of money that cannot be read off the page with certainty, and they are left unread rather than guessed at",UNRESOLVED,Tender Notice_PDFs/CDA_Tender_527700.pdf,1-2,ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Construction Division-1 || procuring_entity: Organization : Chittagong Development Authority Procuring Entity Name : Construction Division-1 || procuring_entity_code: Procuring Entity Code : 2001 Procuring Entity District : Chattogram || district: Procuring Entity Code : 2001 Procuring Entity District : Chattogram || city: Organization : Chittagong Development Authority Procuring Entity Name : Construction Division-1,tenders.csv tender_id=527700 (36/36 recorded values found on the page); eligibility_criteria.csv tender_id=527700 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=527700 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=527700 clause 3 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=527700 clause 4 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=527700 clause 5 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=527700 clause 6 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=527700 clause 7 (2/2 recorded values found on the page); lots.csv tender_id=527700 (5/6 recorded values found on the page),eligibility_criteria.csv where money_unresolved = yes; the reason for each is in money_reading,Certain that the supplied documents do not answer it. Nothing here asserts what the answer would be.,"1 value(s) are printed in another form - a reassembled table cell, or wording that differs - and are shown against the page in evidence_index.json"
F-OUT-01,"Of the 1150 tender notices, 700 say a contract was awarded, 135 were re-tendered or are to be, 46 were rejected, 26 cancelled and 183 print no outcome at all",DOCUMENTED FACT,Tender Notice_PDFs/CDA_Tender_863116.pdf,1-2,ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (CDA Square) || procuring_entity: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (CDA Square) || district: Procuring Entity Code : Procuring Entity District : Chattogram || city: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (CDA Square) || thana: Tender/Proposal : Kotowali Circle Fax No :,tenders.csv tender_id=863116 (36/36 recorded values found on the page); eligibility_criteria.csv tender_id=863116 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=863116 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=863116 clause 3 (2/2 recorded values found on the page); lots.csv tender_id=863116 (5/6 recorded values found on the page),status column of tenders.csv against the presence of a tender_id in contracts.csv,High. The value is printed on the page named here and was re-read by a second extractor.,"1 value(s) are printed in another form - a reassembled table cell, or wording that differs - and are shown against the page in evidence_index.json"
F-OUT-01,"Of the 1150 tender notices, 700 say a contract was awarded, 135 were re-tendered or are to be, 46 were rejected, 26 cancelled and 183 print no outcome at all",DOCUMENTED FACT,Tender Notice_PDFs/KDA_Tender_179866.pdf,1-2,ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Khulna Development Authority (KDA) Procuring Entity Name : Office of the Assistant Programmer || procuring_entity: Organization : Khulna Development Authority (KDA) Procuring Entity Name : Office of the Assistant Programmer || district: Organization : Khulna Development Authority (KDA) Procuring Entity Name : Office of the Assistant Programmer || city: Organization : Khulna Development Authority (KDA) Procuring Entity Name : Office of the Assistant Programmer || thana: Thana : Sonadanga,tenders.csv tender_id=179866 (36/36 recorded values found on the page); eligibility_criteria.csv tender_id=179866 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=179866 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=179866 clause 3 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=179866 clause 4 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=179866 clause 5 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=179866 clause 6 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=179866 clause 7 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=179866 clause 8 (2/2 recorded values found on the page); lots.csv tender_id=179866 (6/6 recorded values found on the page),status column of tenders.csv against the presence of a tender_id in contracts.csv,High. The value is printed on the page named here and was re-read by a second extractor.,
F-OUT-01,"Of the 1150 tender notices, 700 say a contract was awarded, 135 were re-tendered or are to be, 46 were rejected, 26 cancelled and 183 print no outcome at all",DOCUMENTED FACT,Tender Notice_PDFs/KDA_Tender_524780.pdf,1-2,ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Khulna Development Authority (KDA) Procuring Entity Name : Office of the Assistant Programmer || procuring_entity: Organization : Khulna Development Authority (KDA) Procuring Entity Name : Office of the Assistant Programmer || district: Organization : Khulna Development Authority (KDA) Procuring Entity Name : Office of the Assistant Programmer || city: Organization : Khulna Development Authority (KDA) Procuring Entity Name : Office of the Assistant Programmer || thana: Thana : Sonadanga,tenders.csv tender_id=524780 (35/35 recorded values found on the page); eligibility_criteria.csv tender_id=524780 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=524780 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=524780 clause 3 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=524780 clause 4 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=524780 clause 5 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=524780 clause 6 (2/2 recorded values found on the page); lots.csv tender_id=524780 (6/6 recorded values found on the page),status column of tenders.csv against the presence of a tender_id in contracts.csv,High. The value is printed on the page named here and was re-read by a second extractor.,
F-OUT-01,"Of the 1150 tender notices, 700 say a contract was awarded, 135 were re-tendered or are to be, 46 were rejected, 26 cancelled and 183 print no outcome at all",DOCUMENTED FACT,Contract_Awards_PDFs/Tender_95841.pdf,1-1,"award_ministry: Ministry/Division: Local Government Division || award_agency: Agency: Zilla Parishad, Sirajganj || award_procuring_entity: Procuring Entity Name: Zila Parishad, Sirajganj || award_district: Agency: Zilla Parishad, Sirajganj || award_for: Contract Award for: Works || award_method: Procurement Method: LTM",contracts.csv tender_id=95841 (29/29 recorded values found on the page); bids.csv tender_id=95841 (5/5 recorded values found on the page),status column of tenders.csv against the presence of a tender_id in contracts.csv,High. The value is printed on the page named here and was re-read by a second extractor.,
F-OUT-02,207 tenders ended without a contract and not one of them prints why,UNRESOLVED,Tender Notice_PDFs/CDA_Tender_1006947.pdf,1-2,"ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Project Director(M.Uddin), Chittagong || district: Procuring Entity Code : Procuring Entity District : Chattogram || city: Organization : Chittagong Development Authority Procuring Entity Name : Project Director(M.Uddin), Chittagong || country: Country : Bangladesh || phone: Address of Official Inviting Address : CDA Building Contact details of Official Inviting Tender/Proposal : Phone No : 031-624401",tenders.csv tender_id=1006947 (37/37 recorded values found on the page); eligibility_criteria.csv tender_id=1006947 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=1006947 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=1006947 clause 3 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=1006947 clause 4 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=1006947 clause 5 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=1006947 clause 6 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=1006947 clause 7 (2/2 recorded values found on the page); lots.csv tender_id=1006947 (5/6 recorded values found on the page); amendments.csv tender_id=1006947 (2/2 recorded values found on the page),"tenders.csv where status is Rejected, Cancelled, Re-Tendered or To be Re-Tendered; no column in any table carries a ground for the outcome",Certain that the supplied documents do not answer it. Nothing here asserts what the answer would be.,"1 value(s) are printed in another form - a reassembled table cell, or wording that differs - and are shown against the page in evidence_index.json"
F-OUT-02,207 tenders ended without a contract and not one of them prints why,UNRESOLVED,Tender Notice_PDFs/CDA_Tender_1023323.pdf,1-2,ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (CDA Square) || procuring_entity: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (CDA Square) || district: Procuring Entity Code : Procuring Entity District : Chattogram || city: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (CDA Square) || thana: Tender/Proposal : Kotowali Circle Fax No :,tenders.csv tender_id=1023323 (36/36 recorded values found on the page); eligibility_criteria.csv tender_id=1023323 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=1023323 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=1023323 clause 3 (2/2 recorded values found on the page); lots.csv tender_id=1023323 (5/6 recorded values found on the page),"tenders.csv where status is Rejected, Cancelled, Re-Tendered or To be Re-Tendered; no column in any table carries a ground for the outcome",Certain that the supplied documents do not answer it. Nothing here asserts what the answer would be.,"1 value(s) are printed in another form - a reassembled table cell, or wording that differs - and are shown against the page in evidence_index.json"
F-OUT-02,207 tenders ended without a contract and not one of them prints why,UNRESOLVED,Tender Notice_PDFs/CDA_Tender_1129166.pdf,1-2,ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Management Information System (MIS) || procuring_entity: Organization : Chittagong Development Authority Procuring Entity Name : Management Information System (MIS) || district: Procuring Entity Code : Procuring Entity District : Chattogram || city: Organization : Chittagong Development Authority Procuring Entity Name : Management Information System (MIS) || country: Country : Bangladesh,tenders.csv tender_id=1129166 (36/36 recorded values found on the page); eligibility_criteria.csv tender_id=1129166 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=1129166 clause 2 (2/2 recorded values found on the page); lots.csv tender_id=1129166 (6/6 recorded values found on the page),"tenders.csv where status is Rejected, Cancelled, Re-Tendered or To be Re-Tendered; no column in any table carries a ground for the outcome",Certain that the supplied documents do not answer it. Nothing here asserts what the answer would be.,
F-OUT-02,207 tenders ended without a contract and not one of them prints why,UNRESOLVED,Tender Notice_PDFs/CDA_Tender_1287229.pdf,1-2,ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (Master Plan) || procuring_entity: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (Master Plan) || district: Procuring Entity Code : Procuring Entity District : Chattogram || city: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (Master Plan) || thana: Tender/Proposal : Kotowali Circle Fax No :,tenders.csv tender_id=1287229 (36/36 recorded values found on the page); eligibility_criteria.csv tender_id=1287229 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=1287229 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=1287229 clause 3 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=1287229 clause 4 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=1287229 clause 5 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=1287229 clause 6 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=1287229 clause 7 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=1287229 clause 8 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=1287229 clause 9 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=1287229 clause 10 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=1287229 clause 11 (2/2 recorded values found on the page); lots.csv tender_id=1287229 (5/6 recorded values found on the page),"tenders.csv where status is Rejected, Cancelled, Re-Tendered or To be Re-Tendered; no column in any table carries a ground for the outcome",Certain that the supplied documents do not answer it. Nothing here asserts what the answer would be.,"1 value(s) are printed in another form - a reassembled table cell, or wording that differs - and are shown against the page in evidence_index.json"
